ID,id_article,id_experiment,publication_year,Authors,language,document_type,doi,Book_DOI,Commentaires,experiment_type,control_Land_Use,control_type,control_Comment,control_species,control_NB_species,control_N_Woody,control_N_herb,control_N2_fixing,treatment_Land_Use,NEW_treatment_type,main_culture,Notes,treatment_species,treatment_NB_species,treatment_N_Woody,treatment_N_herb,treatment_N2_fixing,density,Organic_management,info,Confunding_factors,country,latitude,longitude,Y_(WGS84),X_(WGS84),altitude,precipitation,temperature,climate,soil_type,soil_depth_start,soil_depth_end,Thickness,Bulk_density_C,Coarse_fragment_C,Bulk_density_T,Coarse_fragment_T,Design,time_since_conversion,history,history_C,history_T,control_replicate_nb,treatment_replicate_nb,Table/Fig,Transformation,soc_unit_control,...60,control_soc_mean,control_soc_sd,control_soc_sd_F,control_soc_mean_T_ha,control_soc_sd_T_ha,treatment_soc_mean,treatment_soc_sd,treatment_soc_sd_F,treatment_soc_mean_T_ha,treatment_soc_sd_T_ha,delta_stock_C.yr,delta_stock_T.yr,Keep_ratio,Ratio,Ratio_vi,Keep_rate,Crate,Crate_vi,...79,delta_stock_T,Temperature_Wordclim,Precipitation_Wordclim,ETP_Wordclim,FAO_Climate,MEAN_depth,depth_diff,Depthfrom_zero,MEAN_depthD
1,5,1,2019,"Aryal, Deb R.; Gomez-Gonzalez, Rogelio R.; Hernandez-Nuriasmu, Rodrigo; Morales-Ruiz, Danilo E.",English,Article,10.1007/s10457-018-0310-y,http://dx.doi.org/10.1007/s10457-018-0310-y,"We have the Pastureland age but not the SAF age. We don't have the SD but the SE for the SOC. AGB doesn't take in count the litter biomass, just the grass and trees biomass. The biomass DATA is already converted in carbon. No need to make any calcul here.",LMP,Grassland,Full sun,NA,"Cynodon dactylon,Cynodon plectostachyus,Hiparrhenia rufa",3,0,3,0,grassland,SilvoPasture,Pasture,NA,"Cynodon dactylon,Cynodon plectostachyus,Hiparrhenia rufa,Acacia farnesiana,Alvaradoa amorphoides,Astronium graveolens,Bumelia Celastrina,Bursera copallifera,Bursera excelsa,Byrsonima crassifolia,Ceiba aesculifolia,Clethra mexicana,Cochlospermum vitifolium,Comacladia guatemalensis,Haematoxilum brasiletto,Leucaena leucocephala,Lysiloma acapulcense,Payena lucida,Pimenta dioica,Pithecellobium dulce,Swietenia macrophylla,Thevetia thevetioides,Tabebuia dominguensis",23,20,3,4,282,NO,NA,NA,Mexico,16°37'N,93°06'W,16.6166666666667,-93.1,494.5,1150,23,NA,Leptosols,0,15,15,110,40,130,39,CI,12.4,Maize cutivation for 10–15 years,cropland,cropland,10,10,Table 2,SE,t C ha-1,Done,"61,52","6,94 SE","21,95",61.52,21.95,"89,72","5,54 SE","17,52",89.72,17.52,NA,NA,YES,"0,3773313845","0,01653860842",YES,"2,274193548",NA,NA,NA,237,140,1861,Tropical Moist,7.5,15,TRUE,"(5,10]"
2,5,2,2019,"Aryal, Deb R.; Gomez-Gonzalez, Rogelio R.; Hernandez-Nuriasmu, Rodrigo; Morales-Ruiz, Danilo E.",English,Article,10.1007/s10457-018-0310-y,http://dx.doi.org/10.1007/s10457-018-0310-y,"We have the Pastureland age but not the SAF age. We don't have the SD but the SE for the SOC. AGB doesn't take in count the litter biomass, just the grass and trees biomass. The biomass DATA is already converted in carbon. No need to make any calcul here.",LMP,Grassland,Full sun,NA,"Cynodon plectostachyus,Brachiaria dictyoneura,Hiparrhenia rufa",3,0,3,0,grassland,SilvoPasture,Pasture,NA,"Cynodon plectostachyus,Brachiaria dictyoneura,Hiparrhenia rufa,Acacia farnesiana,Bucida buceras,Bursera graveolens,Byrsonima crassifolia,Cordia alliodora,Cordia dentata,Gliricidia sepium,Guazuma ulmifolia,Heliocarpus donell,Inga edulis,Leucaena leucocephala,Licania arborea,Pithecellobium dulce,Swietenia macrophylla",17,14,3,4,118,NO,NA,NA,Mexico,16°37'N,93°06'W,16.6166666666667,-93.1,591,1750,21,NA,Leptosols,0,15,15,110,40,80,110,CI,36.9,Maize for 10–15 years and 1–3 years of cotton cultivation,cropland,cropland,10,10,Table 2,SE,t C ha-1,Done,"50,95","5,91 SE","18,69",50.95,18.69,"48,46","3,90 SE","12,33",48.46,12.33,NA,NA,YES,"-0,05010604428","0,01993191777",YES,"-0,0674796748",NA,NA,NA,237,140,1861,Tropical Moist,7.5,15,TRUE,"(5,10]"
851,139,850,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 10 year old with its sole crop equivalent,LMP,Cropland,Full sun,NA,"zea mays,Phaseolus vulgaris",2,0,2,1,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,2,833,NA,Ferti-_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,20,40,20,110,40,110,40,RCBD,10,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"3 291,43",NA,NA,32.91,NA,"2 994,29",NA,NA,29.94,NA,NA,NA,YES,"-0,09461597634",0,YES,"-0,297142857",NA,NA,NA,NA,NA,1713,Tropical Wet,30,20,FALSE,"(25,50]"
852,139,851,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 19 year old with another SAF of 19 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,555,NO,Ferti-_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,0,20,20,110,40,110,40,RCBD,19,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"7 156,12",NA,NA,71.56,NA,"8 254,44",NA,NA,82.54,NA,NA,NA,YES,"0,1427833042",0,YES,"0,5780630142",NA,NA,NA,NA,NA,1713,Tropical Wet,10,20,TRUE,"(5,10]"
853,139,852,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 19 year old with another SAF of 19 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,555,NO,Ferti-_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,20,40,20,110,40,110,40,RCBD,19,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"6 784,81",NA,NA,67.85,NA,"7 748,52",NA,NA,77.49,NA,NA,NA,YES,"0,1328156404",0,YES,"0,5072160963",NA,NA,NA,NA,NA,1713,Tropical Wet,30,20,FALSE,"(25,50]"
854,139,853,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 19 year old with another SAF of 19 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,555,NO,Ferti-_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,0,20,20,110,40,110,40,RCBD,19,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"8 135,02",NA,NA,81.35,NA,"9 559,17",NA,NA,95.59,NA,NA,NA,YES,"0,1613227364",0,YES,"0,7495528953",NA,NA,NA,NA,NA,1713,Tropical Wet,10,20,TRUE,"(5,10]"
855,139,854,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 19 year old with another SAF of 19 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,555,NO,Ferti-_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,20,40,20,110,40,110,40,RCBD,19,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"7 223,63",NA,NA,72.24,NA,"6 656,80",NA,NA,66.57,NA,NA,NA,YES,"-0,08171781581",0,YES,"-0,2983283989",NA,NA,NA,NA,NA,1713,Tropical Wet,30,20,FALSE,"(25,50]"
856,139,855,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 10 year old with another SAF of 10 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,833,NA,Ferti+_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,0,20,20,110,40,110,40,RCBD,10,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"7 337,14",NA,NA,73.37,NA,"7 547,04",NA,NA,75.47,NA,NA,NA,YES,"0,02820570156",0,YES,"0,209895471",NA,NA,NA,NA,NA,1713,Tropical Wet,10,20,TRUE,"(5,10]"
857,139,856,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 10 year old with another SAF of 10 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,833,NA,Ferti+_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,20,40,20,110,40,110,40,RCBD,10,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"3 771,43",NA,NA,37.71,NA,"3 073,17",NA,NA,30.73,NA,NA,NA,YES,"-0,2047440206",0,YES,"-0,698257839",NA,NA,NA,NA,NA,1713,Tropical Wet,30,20,FALSE,"(25,50]"
858,139,857,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 10 year old with another SAF of 10 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,833,NA,Ferti-_both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,0,20,20,110,40,110,40,RCBD,10,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"8 091,43",NA,NA,80.91,NA,"7 400,70",NA,NA,74.01,NA,NA,NA,YES,"-0,08923113369",0,YES,"-0,690731707",NA,NA,NA,NA,NA,1713,Tropical Wet,10,20,TRUE,"(5,10]"
859,139,858,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system that is 10 year old with another SAF of 10 yo,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Gliricidia sepium",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,833,NA,Ferti-_both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,20,40,20,110,40,110,40,RCBD,10,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"2 994,29",NA,NA,29.94,NA,"3 804,88",NA,NA,38.05,NA,NA,NA,YES,"0,2395782303",0,YES,"0,810592335",NA,NA,NA,NA,NA,1713,Tropical Wet,30,20,FALSE,"(25,50]"
860,139,859,2006,"Oelbermann, M.; Voroney, R. P.; Kass, D. C. L.; Schlonvoigt, A. M.",English,Article,NA,http://dx.doi.org/10.1016/j.geoderma.2005.02.009,Here we compare a SAF system without fertilization of 19 year old to its equivalent with fertilization,LMP,Cropland,Alley cropping,NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,Cropland,Alley cropping,"Beans, Maize",NA,"zea mays,Phaseolus vulgaris,Erythrina poeppigiana",3,1,2,N2 fixing,555,YES,Ferti+_ both,NA,Costa Rica,9°53'N,83°38'W,9.88333333333333,-83.6333,602,2648,21.7,NA,Cambisols,0,20,20,110,40,110,40,RCBD,19,NA,cropland,cropland,3,3,Fig 1,sd to be estimated,g C m-2,Done,"8 254,44",NA,NA,82.54,NA,"9 559,17",NA,NA,95.59,NA,NA,NA,YES,"0,146750091",0,YES,"0,6867019621",NA,NA,NA,NA,NA,1713,Tropical Wet,10,20,TRUE,"(5,10]"
