metric,moderator,group,x,n_obs,n_studies,fit,lwr,upr,fit_bt,lwr_bt,upr_bt
RR,time_since_conversion,"[0,15)",2,151,39,0.08498152569460601,0.050206955729764816,0.13138743838273562,8.86969535926092,5.148868546783314,14.040953415603031
RR,time_since_conversion,"[0,15)",3.7435897435897436,151,39,0.09597596828363193,0.05078435001884904,0.14959566441911198,10.073261118221799,5.209598433843676,16.136456676460465
RR,time_since_conversion,"[0,15)",5.487179487179487,151,39,0.03644815379127689,0.0032523601554143035,0.10098267085219978,3.7120531856254635,0.32576548171974196,10.625747109809659
RR,time_since_conversion,"[0,15)",7.230769230769231,151,39,0.041019799621060296,0.016393361965021676,0.09981497153635938,4.187273402658764,1.6528470407452867,10.496644891550645
RR,time_since_conversion,"[0,15)",8.974358974358974,151,39,0.056473545643766214,0.017193090110419352,0.10404301039553977,5.809862311207037,1.7341741990578141,10.964818029637602
RR,time_since_conversion,"[0,15)",10.717948717948719,151,39,0.0642661255697985,0.0221472198961496,0.1150429947586231,6.637615096376703,2.239429017267258,12.192167328652648
RR,time_since_conversion,"[0,15)",12.461538461538462,151,39,0.06855352898937843,0.02231115653643706,0.12310046657895991,7.095795071343902,2.2561911796940226,13.09980427439621
RR,time_since_conversion,"[0,15)",14.205128205128204,151,39,0.0686079277753343,0.023793101053305628,0.1275345151692927,7.101621111040068,2.4078415224715766,13.602407762785852
RR,time_since_conversion,"[0,15)",15.948717948717949,151,39,0.1484484960254134,0.0324332202237575,0.19949051721934347,16.003304992309154,3.296490967511345,22.078063298113104
RR,time_since_conversion,"[0,15)",17.692307692307693,151,39,0.15039981808359207,0.04795284886896112,0.20602074970710185,16.22988579432556,4.91211869076742,22.877870052891723
RR,time_since_conversion,"[0,15)",19.435897435897438,151,39,0.15725416316348592,0.0606319742287287,0.21408910701820003,17.029302148083204,6.250781196678057,23.87330296824115
RR,time_since_conversion,"[0,15)",21.17948717948718,151,39,0.1540463608288706,0.058773683044500126,0.21564332127234964,16.654496751642476,6.053519648127259,24.065978312020597
RR,time_since_conversion,"[0,15)",22.923076923076923,151,39,0.15362888254496632,0.058773683044500126,0.21564332127234964,16.605806196860694,6.053519648127259,24.065978312020597
RR,time_since_conversion,"[0,15)",24.666666666666668,151,39,0.15215865143309562,0.058773683044500126,0.21420204724545208,16.4344946773868,6.053519648127259,23.88729403729124
RR,time_since_conversion,"[0,15)",26.41025641025641,151,39,0.15215865143309562,0.06039464981911938,0.21420204724545208,16.4344946773868,6.225568284698091,23.88729403729124
RR,time_since_conversion,"[0,15)",28.153846153846153,151,39,0.15215865143309562,0.06039464981911938,0.21443338140410478,16.4344946773868,6.225568284698091,23.915956715425544
RR,time_since_conversion,"[0,15)",29.897435897435898,151,39,0.15215865143309562,0.06039464981911938,0.21443338140410478,16.4344946773868,6.225568284698091,23.915956715425544
RR,time_since_conversion,"[0,15)",31.641025641025642,151,39,0.15562645667263408,0.06032569691783977,0.21820115615746366,16.83896773965603,6.218243976093851,24.38372479768718
RR,time_since_conversion,"[0,15)",33.38461538461539,151,39,0.15562645667263408,0.06032569691783977,0.21820115615746366,16.83896773965603,6.218243976093851,24.38372479768718
RR,time_since_conversion,"[0,15)",35.12820512820513,151,39,0.1641302167820368,0.06138462977596042,0.21820115615746366,17.83677483589594,6.3307815391175914,24.38372479768718
RR,time_since_conversion,"[0,15)",36.871794871794876,151,39,0.1641302167820368,0.06138462977596042,0.2891320501936799,17.83677483589594,6.3307815391175914,33.52680392905199
RR,time_since_conversion,"[0,15)",38.61538461538461,151,39,0.20353013966294217,0.06625354959404356,0.40498084933897915,22.572209993544277,6.84975999561368,49.927378769775174
RR,time_since_conversion,"[0,15)",40.35897435897436,151,39,0.20353013966294217,0.06625354959404356,0.40498084933897915,22.572209993544277,6.84975999561368,49.927378769775174
RR,time_since_conversion,"[0,15)",42.1025641025641,151,39,0.20353013966294217,0.06625354959404356,0.40498084933897915,22.572209993544277,6.84975999561368,49.927378769775174
RR,time_since_conversion,"[0,15)",43.84615384615385,151,39,0.20353013966294217,0.06625354959404356,0.40498084933897915,22.572209993544277,6.84975999561368,49.927378769775174
RR,time_since_conversion,"[0,15)",45.58974358974359,151,39,0.20353013966294217,0.06625354959404356,0.40498084933897915,22.572209993544277,6.84975999561368,49.927378769775174
RR,time_since_conversion,"[0,15)",47.333333333333336,151,39,0.20353013966294217,0.06628157633190224,0.40498084933897915,22.572209993544277,6.8527546877928724,49.927378769775174
RR,time_since_conversion,"[0,15)",49.07692307692308,151,39,0.20353013966294217,0.06628157633190224,0.40498084933897915,22.572209993544277,6.8527546877928724,49.927378769775174
RR,time_since_conversion,"[0,15)",50.82051282051282,151,39,0.20353013966294217,0.06628157633190224,0.40498084933897915,22.572209993544277,6.8527546877928724,49.927378769775174
RR,time_since_conversion,"[0,15)",52.56410256410256,151,39,0.20353013966294217,0.06628157633190224,0.40498084933897915,22.572209993544277,6.8527546877928724,49.927378769775174
RR,time_since_conversion,"[0,15)",54.30769230769231,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",56.05128205128205,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",57.794871794871796,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",59.53846153846154,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",61.282051282051285,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",63.02564102564103,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",64.76923076923077,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",66.51282051282051,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",68.25641025641026,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[0,15)",70,151,39,0.20825667388811214,0.0765967276103067,0.40498084933897915,23.15292303807368,7.96066130545563,49.927378769775174
RR,time_since_conversion,"[15,30)",3,71,25,0.04941604422851351,0.002669586484877104,0.10832327911431466,5.065737976101814,0.2673153003881268,11.440795197539689
RR,time_since_conversion,"[15,30)",4.717948717948718,71,25,0.03868997542672905,-0.007540196048187631,0.08532941427994803,3.944817921339383,-0.7511840084566512,8.907576472387447
RR,time_since_conversion,"[15,30)",6.435897435897436,71,25,0.001573540775341484,-0.058497203839450916,0.07202058708059321,0.15747794402387605,-5.681912231885966,7.467746830772781
RR,time_since_conversion,"[15,30)",8.153846153846153,71,25,1.0752713333973056e-4,-0.040615605569688934,0.06797911687064417,0.010753291458920344,-3.980184615977822,7.034295613497377
RR,time_since_conversion,"[15,30)",9.871794871794872,71,25,3.140692100663557e-4,-0.04740953078136032,0.061076422746975355,0.0314118534964436,-4.6303250570367,6.298014694595033
RR,time_since_conversion,"[15,30)",11.58974358974359,71,25,0.004632651822274221,-0.03748495133458814,0.07674604996556786,0.46433991435175237,-3.6791087379595244,7.976783449345604
RR,time_since_conversion,"[15,30)",13.307692307692307,71,25,0.007192897469356225,-0.026564133476341272,0.07587740520928647,0.7218828492136398,-2.6214410422218504,7.883030707411076
RR,time_since_conversion,"[15,30)",15.025641025641026,71,25,0.010870316285561303,-0.021564559411100942,0.07943769197797891,1.092961283628413,-2.1333706689956933,8.267809789699477
RR,time_since_conversion,"[15,30)",16.743589743589745,71,25,0.07896169383262457,-0.011112646345261521,0.1673345819016133,8.216286776440196,-1.10511289753229,18.214972505083526
RR,time_since_conversion,"[15,30)",18.46153846153846,71,25,0.08865502923989382,0.003773844133714909,0.18939628607534456,9.270364049491775,0.37809740497303235,20.851977716032643
RR,time_since_conversion,"[15,30)",20.17948717948718,71,25,0.08865502923989382,0.007980100660663583,0.21032055365380792,9.270364049491775,0.8012026531322824,23.407358335633365
RR,time_since_conversion,"[15,30)",21.897435897435898,71,25,0.08316237563398524,0.006704992385381119,0.21032055365380792,8.671825078782502,0.6727521170456052,23.407358335633365
RR,time_since_conversion,"[15,30)",23.615384615384613,71,25,0.08316237563398524,0.006731086985362243,0.21032055365380792,8.671825078782502,0.675379166516854,23.407358335633365
RR,time_since_conversion,"[15,30)",25.333333333333332,71,25,0.08241193605140898,0.006731086985362243,0.20718666902074304,8.590304031868579,0.675379166516854,23.021219285386163
RR,time_since_conversion,"[15,30)",27.05128205128205,71,25,0.08241193605140898,0.007842598074119127,0.20718666902074304,8.590304031868579,0.7873431799192199,23.021219285386163
RR,time_since_conversion,"[15,30)",28.769230769230766,71,25,0.08241193605140898,0.007842598074119127,0.20718666902074304,8.590304031868579,0.7873431799192199,23.021219285386163
RR,time_since_conversion,"[15,30)",30.487179487179485,71,25,0.08241193605140898,0.007842598074119127,0.2097007600961148,8.590304031868579,0.7873431799192199,23.330894948170243
RR,time_since_conversion,"[15,30)",32.205128205128204,71,25,0.08476707160892624,0.007842598074119127,0.2097007600961148,8.846350311594309,0.7873431799192199,23.330894948170243
RR,time_since_conversion,"[15,30)",33.92307692307692,71,25,0.10251549422301509,0.011384631233368922,0.2097007600961148,10.795446867043967,1.1449682775755088,23.330894948170243
RR,time_since_conversion,"[15,30)",35.64102564102564,71,25,0.10251549422301509,0.011384631233368922,0.2510970249804866,10.795446867043967,1.1449682775755088,28.543479756709857
RR,time_since_conversion,"[15,30)",37.35897435897436,71,25,0.10251549422301509,0.0067490882450931345,0.2510970249804866,10.795446867043967,0.6771914664775114,28.543479756709857
RR,time_since_conversion,"[15,30)",39.07692307692307,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",40.794871794871796,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",42.51282051282051,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",44.230769230769226,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",45.94871794871795,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",47.666666666666664,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",49.38461538461538,71,25,0.14062466402169202,0.0067490882450931345,0.3847749098177842,15.099255798257927,0.6771914664775114,46.92835629123895
RR,time_since_conversion,"[15,30)",51.1025641025641,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",52.82051282051282,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",54.53846153846153,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",56.256410256410255,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",57.97435897435897,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",59.692307692307686,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",61.41025641025641,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",63.128205128205124,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
RR,time_since_conversion,"[15,30)",64.84615384615384,71,25,0.14062466402169202,0.006751291587019136,0.3847749098177842,15.099255798257927,0.6774132929988408,46.92835629123895
